Time:2026/08/05 16:10:15
Observation Period:20.0s Sampling Interval:1ms
Elapsed Time,CH01,CH02,CH03,CH04,
Unit,[MPa],[MPa],[MPa],[MPa],
0.645,0.03,0.00,0.08,0.12,
0.646,0.00,0.00,0.12,0.02,
0.647,0.07,0.00,0.11,0.00,
0.648,0.00,0.06,0.09,0.07,
0.649,0.00,0.01,0.02,0.18,
0.650,0.02,0.07,0.00,0.16,
0.651,0.06,0.00,0.05,0.16,
0.652,0.02,0.00,0.02,0.00,
0.653,0.00,0.00,0.04,0.00,
0.654,0.00,0.00,0.00,0.00,
0.655,0.01,0.00,0.00,0.09,
0.656,0.22,0.00,0.07,0.03,
0.657,0.01,0.03,0.12,0.00,
0.658,0.00,0.00,0.00,0.00,
0.659,0.00,0.00,0.00,0.12,
0.660,0.00,0.00,0.14,0.07,
0.661,0.02,0.00,0.08,0.10,
0.662,0.01,0.00,0.02,0.09,
0.663,0.00,0.00,0.12,0.08,
0.664,0.00,0.00,0.10,0.06,
0.665,0.06,0.00,0.01,0.00,
0.666,0.00,0.00,0.10,0.00,
0.667,0.08,0.00,0.00,0.05,
0.668,0.09,0.00,0.00,0.01,
0.669,0.02,0.00,0.00,0.10,
0.670,0.00,0.00,0.05,0.00,
0.671,0.00,0.00,0.13,0.00,
0.672,0.00,0.00,0.05,0.00,
0.673,0.02,0.03,0.09,0.00,
0.674,0.00,0.00,0.05,0.00,
0.675,0.00,0.00,0.07,0.00,
0.676,0.06,0.00,0.15,0.09,
0.677,0.01,0.00,0.00,0.05,
0.678,0.03,0.00,0.14,0.00,
0.679,0.09,0.00,0.06,0.00,
0.680,0.08,0.00,0.06,0.00,
0.681,0.00,0.00,0.12,0.11,
0.682,0.00,0.00,0.10,0.00,
0.683,0.00,0.00,0.00,0.00,
0.684,0.00,0.00,0.00,0.00,
0.685,0.00,0.00,0.09,0.00,
0.686,0.04,0.05,0.13,0.00,
0.687,0.00,0.00,0.01,0.00,
0.688,0.00,0.00,0.01,0.00,
0.689,0.06,0.00,0.00,0.00,
0.690,0.01,0.00,0.12,0.12,
0.691,0.00,0.00,0.06,0.01,
0.692,0.00,0.00,0.10,0.00,
0.693,0.00,0.00,0.08,0.00,
0.694,0.00,0.05,0.13,0.00,
0.695,0.00,0.04,0.08,0.00,
0.696,0.00,0.16,0.00,0.00,
0.697,0.07,0.00,0.05,0.00,
0.698,0.08,0.00,0.07,0.00,
0.699,0.00,0.09,0.11,0.00,
0.700,0.01,0.00,0.00,0.00,
0.701,0.00,0.00,0.00,0.00,
0.702,0.00,0.00,0.11,0.03,
0.703,0.00,0.00,0.23,0.00,
0.704,0.00,0.00,0.09,0.00,
0.705,0.00,0.00,0.00,0.03,
0.706,0.00,0.00,0.19,0.00,
0.707,0.00,0.00,0.07,0.00,
0.708,0.00,0.00,0.08,0.00,
0.709,0.00,0.00,0.05,0.00,
0.710,0.00,0.00,0.15,0.00,
0.711,0.00,0.00,0.13,0.01,
0.712,0.00,0.00,0.07,0.00,
0.713,0.00,0.00,0.13,0.00,
0.714,0.00,0.00,0.15,0.16,
0.715,0.00,0.00,0.12,0.00,
0.716,0.00,0.00,0.01,0.00,
0.717,0.00,0.00,0.06,0.00,
0.718,0.00,0.00,0.15,0.00,
0.719,0.00,0.00,0.03,0.00,
0.720,0.00,0.00,0.02,0.00,
0.721,0.01,0.00,0.04,0.00,
0.722,0.05,0.00,0.18,0.02,
0.723,0.00,0.00,0.05,0.00,
0.724,0.00,0.00,0.01,0.00,
0.725,0.00,0.00,0.09,0.00,
0.726,0.00,0.00,0.05,0.00,
0.727,0.00,0.00,0.15,0.01,
0.728,0.05,0.00,0.09,0.02,
0.729,0.00,0.00,0.07,0.00,
0.730,0.00,0.00,0.22,0.01,
0.731,0.00,0.00,0.05,0.07,
0.732,0.00,0.00,0.02,0.00,
0.733,0.00,0.00,0.09,0.00,
0.734,0.00,0.00,0.21,0.00,
0.735,0.06,0.00,0.10,0.02,
0.736,0.00,0.00,0.12,0.00,
0.737,0.00,0.00,0.13,0.00,
0.738,0.00,0.00,0.08,0.08,
0.739,0.00,0.00,0.07,0.00,
0.740,0.00,0.00,0.15,0.02,
0.741,0.00,0.01,0.19,0.00,
0.742,0.00,0.00,0.14,0.00,
0.743,0.04,0.04,0.03,0.00,
0.744,0.06,0.00,0.00,0.04,
0.745,0.07,0.00,0.22,0.00,
0.746,0.00,0.05,0.24,0.01,
0.747,0.13,0.00,0.08,0.00,
0.748,0.15,0.00,0.15,0.00,
0.749,0.07,0.00,0.22,0.00,
0.750,0.04,0.00,0.05,0.00,
0.751,0.13,0.00,0.05,0.00,
0.752,0.04,0.01,0.06,0.00,
0.753,0.06,0.00,0.05,0.00,
0.754,0.07,0.00,0.10,0.00,
0.755,0.04,0.00,0.00,0.00,
0.756,0.02,0.01,0.10,0.01,
0.757,0.00,0.00,0.14,0.00,
0.758,0.00,0.00,0.00,0.00,
0.759,0.00,0.00,0.00,0.12,
0.760,0.07,0.00,0.17,0.00,
0.761,0.07,0.00,0.09,0.00,
0.762,0.00,0.00,0.13,0.01,
0.763,0.13,0.00,0.13,0.00,
0.764,0.04,0.00,0.00,0.00,
0.765,0.00,0.00,0.04,0.00,
0.766,0.05,0.00,0.09,0.00,
0.767,0.07,0.00,0.03,0.00,
0.768,0.00,0.00,0.06,0.00,
0.769,0.00,0.00,0.01,0.00,
0.770,0.00,0.00,0.00,0.00,
0.771,0.00,0.00,0.02,0.00,
0.772,0.00,0.00,0.08,0.06,
0.773,0.00,0.00,0.15,0.02,
0.774,0.00,0.01,0.00,0.00,
0.775,0.00,0.00,0.15,0.00,
0.776,0.00,0.00,0.08,0.00,
0.777,0.00,0.00,0.10,0.00,
0.778,0.00,0.01,0.02,0.00,
0.779,0.00,0.00,0.10,0.00,
0.780,0.00,0.00,0.09,0.00,
0.781,0.00,0.01,0.09,0.00,
0.782,0.00,0.02,0.06,0.00,
0.783,0.00,0.00,0.06,0.00,
0.784,0.00,0.00,0.10,0.00,
0.785,0.00,0.00,0.00,0.00,
0.786,0.00,0.00,0.08,0.05,
0.787,0.00,0.00,0.07,0.01,
0.788,0.00,0.00,0.11,0.12,
0.789,0.00,0.00,0.11,0.00,
0.790,0.00,0.01,0.08,0.00,
0.791,0.06,0.00,0.00,0.00,
0.792,0.04,0.00,0.03,0.00,
0.793,0.00,0.00,0.01,0.03,
0.794,0.00,0.00,0.02,0.00,
0.795,0.00,0.00,0.00,0.08,
0.796,0.00,0.07,0.00,0.01,
0.797,0.05,0.00,0.05,0.00,
0.798,0.14,0.01,0.19,0.07,
0.799,0.00,0.00,0.02,0.00,
0.800,0.02,0.00,0.11,0.00,
0.801,0.06,0.00,0.11,0.06,
0.802,0.00,0.09,0.10,0.01,
0.803,0.03,0.06,0.20,0.05,
0.804,0.00,0.00,0.11,0.00,
0.805,0.00,0.10,0.09,0.00,
0.806,0.00,0.00,0.09,0.00,
0.807,0.00,0.01,0.14,0.08,
0.808,0.00,0.01,0.23,0.03,
0.809,0.00,0.00,0.07,0.01,
0.810,0.00,0.00,0.09,0.00,
0.811,0.00,0.00,0.08,0.00,
0.812,0.00,0.00,0.12,0.05,
0.813,0.00,0.00,0.02,0.03,
0.814,0.00,0.00,0.15,0.03,
0.815,0.00,0.00,0.01,0.05,
0.816,0.00,0.00,0.11,0.03,
0.817,0.14,0.00,0.14,0.00,
0.818,0.00,0.00,0.10,0.00,
0.819,0.00,0.00,0.27,0.00,
0.820,0.00,0.00,0.16,0.06,
0.821,0.00,0.00,0.11,0.11,
0.822,0.00,0.00,0.09,0.10,
0.823,0.00,0.00,0.17,0.05,
0.824,0.00,0.00,0.06,0.02,
0.825,0.01,0.00,0.10,0.00,
0.826,0.01,0.00,0.03,0.02,
0.827,0.00,0.02,0.00,0.00,
0.828,0.00,0.00,0.17,0.00,
0.829,0.00,0.00,0.17,0.06,
0.830,0.02,0.00,0.00,0.10,
0.831,0.10,0.00,0.17,0.03,
0.832,0.00,0.00,0.03,0.00,
0.833,0.00,0.00,0.00,0.02,
0.834,0.00,0.00,0.03,0.04,
0.835,0.02,0.00,0.02,0.01,
0.836,0.00,0.00,0.11,0.00,
0.837,0.00,0.09,0.02,0.02,
0.838,0.00,0.06,0.10,0.00,
0.839,0.00,0.00,0.06,0.02,
0.840,0.00,0.00,0.06,0.11,
0.841,0.00,0.00,0.16,0.00,
0.842,0.00,0.00,0.07,0.00,
0.843,0.00,0.02,0.00,0.00,
0.844,0.00,0.17,0.12,0.04,
0.845,0.00,0.00,0.23,0.00,
0.846,0.11,0.10,0.09,0.00,
0.847,0.00,0.08,0.00,0.03,
0.848,0.00,0.11,0.12,0.00,
0.849,0.00,0.04,0.11,0.00,
0.850,0.06,0.00,0.06,0.03,
0.851,0.00,0.00,0.09,0.13,
0.852,0.00,0.00,0.14,0.00,
0.853,0.00,0.00,0.03,0.09,
0.854,0.00,0.00,0.17,0.03,
0.855,0.05,0.00,0.06,0.00,
0.856,0.02,0.00,0.08,0.01,
0.857,0.00,0.00,0.03,0.00,
0.858,0.03,0.00,0.09,0.00,
0.859,0.00,0.00,0.04,0.00,
0.860,0.00,0.03,0.15,0.03,
0.861,0.13,0.00,0.06,0.01,
0.862,0.00,0.00,0.12,0.00,
0.863,0.00,0.00,0.00,0.00,
0.864,0.00,0.00,0.01,0.06,
0.865,0.00,0.00,0.19,0.00,
0.866,0.10,0.00,0.20,0.03,
0.867,0.01,0.00,0.11,0.07,
0.868,0.01,0.00,0.10,0.00,
0.869,0.00,0.00,0.12,0.00,
0.870,0.00,0.00,0.09,0.00,
0.871,0.00,0.00,0.14,0.07,
0.872,0.00,0.00,0.04,0.10,
0.873,0.00,0.00,0.10,0.00,
0.874,0.09,0.00,0.15,0.00,
0.875,0.00,0.00,0.22,0.00,
0.876,0.00,0.00,0.00,0.00,
0.877,0.00,0.00,0.04,0.06,
0.878,0.00,0.00,0.07,0.00,
0.879,0.00,0.00,0.11,0.00,
0.880,0.02,0.13,0.08,0.00,
0.881,0.08,0.18,0.00,0.00,
0.882,0.00,0.00,0.12,0.00,
0.883,0.00,0.00,0.00,0.06,
0.884,0.00,0.00,0.01,0.00,
0.885,0.00,0.00,0.00,0.00,
0.886,0.00,0.00,0.02,0.00,
0.887,0.00,0.04,0.04,0.00,
0.888,0.00,0.00,0.00,0.00,
0.889,0.06,0.00,0.09,0.13,
0.890,0.00,0.00,0.09,0.00,
0.891,0.00,0.04,0.00,0.09,
0.892,0.00,0.00,0.02,0.08,
0.893,0.00,0.04,0.10,0.01,
0.894,0.00,0.00,0.26,0.01,
0.895,0.00,0.03,0.00,0.00,
0.896,0.00,0.00,0.12,0.02,
0.897,0.00,0.00,0.00,0.00,
0.898,0.00,0.00,0.04,0.00,
0.899,0.00,0.00,0.04,0.00,
0.900,0.00,0.00,0.10,0.00,
0.901,0.00,0.00,0.00,0.00,
0.902,0.07,0.00,0.07,0.14,
0.903,0.00,0.00,0.11,0.00,
0.904,0.00,0.00,0.01,0.05,
0.905,0.00,0.00,0.12,0.07,
0.906,0.00,0.00,0.23,0.02,
0.907,0.00,0.00,0.14,0.00,
0.908,0.03,0.00,0.05,0.00,
0.909,0.00,0.00,0.05,0.00,
0.910,0.00,0.00,0.00,0.00,
0.911,0.00,0.00,0.04,0.01,
0.912,0.00,0.00,0.01,0.00,
0.913,0.07,0.00,0.13,0.00,
0.914,0.00,0.01,0.04,0.00,
0.915,0.07,0.02,0.04,0.00,
0.916,0.00,0.00,0.18,0.12,
0.917,0.00,0.00,0.07,0.05,
0.918,0.00,0.00,0.00,0.08,
0.919,0.00,0.00,0.02,0.08,
0.920,0.00,0.00,0.07,0.00,
0.921,0.00,0.00,0.12,0.09,
0.922,0.00,0.00,0.03,0.00,
0.923,0.00,0.06,0.15,0.07,
0.924,0.00,0.00,0.08,0.00,
0.925,0.00,0.01,0.06,0.00,
0.926,0.00,0.05,0.13,0.05,
0.927,0.00,0.03,0.03,0.00,
0.928,0.06,0.02,0.05,0.00,
0.929,0.03,0.00,0.09,0.00,
0.930,0.00,0.00,0.00,0.07,
0.931,0.00,0.03,0.03,0.02,
0.932,0.03,0.00,0.09,0.02,
0.933,0.00,0.06,0.13,0.13,
0.934,0.00,0.00,0.12,0.02,
0.935,0.00,0.00,0.30,0.00,
0.936,0.00,0.07,0.08,0.04,
0.937,0.00,0.00,0.06,0.00,
0.938,0.00,0.00,0.00,0.02,
0.939,0.00,0.00,0.10,0.00,
0.940,0.00,0.00,0.01,0.03,
0.941,0.00,0.12,0.04,0.00,
0.942,0.11,0.03,0.09,0.00,
0.943,0.00,0.00,0.07,0.01,
0.944,0.00,0.00,0.13,0.00,
0.945,0.00,0.00,0.08,0.00,
0.946,0.00,0.00,0.10,0.02,
0.947,0.00,0.07,0.08,0.00,
0.948,0.00,0.00,0.17,0.00,
0.949,0.00,0.00,0.10,0.00,
0.950,0.00,0.00,0.02,0.01,
0.951,0.00,0.00,0.02,0.00,
0.952,0.00,0.00,0.14,0.00,
0.953,0.00,0.00,0.08,0.00,
0.954,0.00,0.00,0.15,0.00,
0.955,0.00,0.00,0.10,0.03,
0.956,0.00,0.00,0.14,0.05,
0.957,0.00,0.00,0.00,0.00,
0.958,0.00,0.03,0.08,0.00,
0.959,0.00,0.00,0.03,0.05,
0.960,0.00,0.00,0.04,0.00,
0.961,0.00,0.00,0.08,0.00,
0.962,0.00,0.00,0.04,0.05,
0.963,0.00,0.00,0.11,0.00,
0.964,0.00,0.00,0.08,0.00,
0.965,0.00,0.00,0.07,0.00,
0.966,0.00,0.00,0.11,0.00,
0.967,0.00,0.00,0.00,0.03,
0.968,0.00,0.00,0.09,0.00,
0.969,0.00,0.00,0.24,0.00,
0.970,0.00,0.00,0.01,0.00,
0.971,0.02,0.00,0.11,0.00,
0.972,0.00,0.00,0.10,0.00,
0.973,0.00,0.00,0.01,0.00,
0.974,0.00,0.00,0.00,0.00,
0.975,0.02,0.00,0.01,0.00,
0.976,0.00,0.00,0.09,0.00,
0.977,0.00,0.00,0.05,0.00,
0.978,0.00,0.00,0.12,0.00,
0.979,0.03,0.00,0.09,0.00,
0.980,0.00,0.00,0.12,0.00,
0.981,0.05,0.00,0.05,0.00,
0.982,0.00,0.00,0.09,0.00,
0.983,0.00,0.00,0.08,0.00,
0.984,0.00,0.00,0.02,0.00,
0.985,0.00,0.00,0.07,0.04,
0.986,0.00,0.00,0.03,0.03,
0.987,0.00,0.00,0.10,0.01,
0.988,0.00,0.00,0.08,0.08,
0.989,0.10,0.00,0.05,0.01,
0.990,0.00,0.05,0.09,0.02,
0.991,0.00,0.02,0.08,0.04,
0.992,0.00,0.00,0.14,0.07,
0.993,0.00,0.04,0.14,0.00,
0.994,0.00,0.00,0.18,0.00,
0.995,0.00,0.00,0.18,0.00,
0.996,0.00,0.00,0.18,0.00,
0.997,0.00,0.00,0.20,0.00,
0.998,0.00,0.00,0.12,0.00,
0.999,0.00,0.03,0.18,0.08,
1.000,0.00,0.01,0.04,0.00,
1.001,0.03,0.03,0.12,0.09,
1.002,0.00,0.00,0.07,0.00,
1.003,0.00,0.00,0.17,0.10,
1.004,0.00,0.00,0.14,0.03,
1.005,0.00,0.00,0.09,0.04,
1.006,0.00,0.05,0.18,0.00,
1.007,0.00,0.00,0.08,0.00,
1.008,0.00,0.00,0.10,0.03,
1.009,0.00,0.00,0.09,0.09,
1.010,0.00,0.00,0.07,0.02,
1.011,0.00,0.00,0.07,0.14,
1.012,0.00,0.00,0.16,0.08,
1.013,0.00,0.00,0.04,0.02,
1.014,0.00,0.00,0.03,0.00,
1.015,0.00,0.00,0.11,0.00,
1.016,0.00,0.00,0.11,0.11,
1.017,0.00,0.00,0.05,0.00,
1.018,0.00,0.00,0.14,0.00,
1.019,0.00,0.00,0.01,0.01,
1.020,0.00,0.00,0.15,0.02,
1.021,0.00,0.00,0.06,0.03,
1.022,0.00,0.01,0.14,0.01,
1.023,0.00,0.00,0.10,0.02,
1.024,0.00,0.00,0.06,0.03,
1.025,0.00,0.00,0.09,0.16,
1.026,0.00,0.00,0.12,0.08,
1.027,0.00,0.00,0.19,0.00,
1.028,0.00,0.02,0.11,0.02,
1.029,0.00,0.00,0.17,0.00,
1.030,0.00,0.00,0.10,0.00,
1.031,0.00,0.00,0.14,0.00,
1.032,0.00,0.04,0.04,0.00,
1.033,0.00,0.00,0.03,0.06,
1.034,0.00,0.00,0.14,0.02,
1.035,0.00,0.00,0.05,0.00,
1.036,0.00,0.00,0.11,0.00,
1.037,0.00,0.00,0.09,0.00,
1.038,0.00,0.01,0.06,0.01,
1.039,0.00,0.00,0.08,0.00,
1.040,0.00,0.00,0.11,0.00,
1.041,0.00,0.00,0.09,0.03,
1.042,0.00,0.00,0.10,0.00,
1.043,0.00,0.00,0.18,0.00,
1.044,0.00,0.00,0.05,0.00,
1.045,0.00,0.00,0.09,0.00,
1.046,0.00,0.00,0.12,0.00,
1.047,0.00,0.01,0.09,0.00,
1.048,0.00,0.00,0.15,0.00,
1.049,0.00,0.04,0.00,0.00,
1.050,0.02,0.00,0.19,0.00,
1.051,0.00,0.00,0.05,0.00,
1.052,0.00,0.06,0.09,0.00,
1.053,0.00,0.00,0.13,0.00,
1.054,0.00,0.06,0.13,0.00,
1.055,0.00,0.00,0.18,0.00,
1.056,0.00,0.00,0.09,0.01,
1.057,0.00,0.00,0.11,0.00,
1.058,0.00,0.00,0.16,0.00,
1.059,0.00,0.00,0.11,0.01,
1.060,0.00,0.00,0.13,0.00,
1.061,0.00,0.00,0.14,0.00,
1.062,0.01,0.09,0.12,0.03,
1.063,0.00,0.00,0.03,0.02,
1.064,0.00,0.00,0.06,0.05,
1.065,0.00,0.01,0.00,0.12,
1.066,0.00,0.00,0.00,0.09,
1.067,0.00,0.00,0.05,0.00,
1.068,0.00,0.03,0.17,0.02,
1.069,0.00,0.00,0.06,0.00,
1.070,0.00,0.00,0.08,0.00,
1.071,0.00,0.00,0.15,0.00,
1.072,0.00,0.00,0.22,0.00,
1.073,0.00,0.00,0.02,0.00,
1.074,0.00,0.00,0.16,0.00,
1.075,0.00,0.00,0.08,0.00,
1.076,0.00,0.00,0.04,0.06,
1.077,0.00,0.00,0.00,0.00,
1.078,0.06,0.04,0.08,0.00,
1.079,0.00,0.01,0.14,0.00,
1.080,0.07,0.00,0.16,0.00,
1.081,0.10,0.00,0.15,0.00,
1.082,0.00,0.00,0.09,0.00,
1.083,0.00,0.00,0.06,0.00,
1.084,0.00,0.00,0.07,0.05,
1.085,0.00,0.00,0.11,0.00,
1.086,0.01,0.00,0.04,0.00,
1.087,0.00,0.01,0.00,0.00,
1.088,0.00,0.00,0.09,0.00,
1.089,0.00,0.01,0.09,0.00,
1.090,0.00,0.00,0.09,0.00,
1.091,0.02,0.00,0.05,0.00,
1.092,0.15,0.00,0.12,0.01,
1.093,0.11,0.00,0.06,0.00,
1.094,0.00,0.00,0.12,0.07,
1.095,0.00,0.05,0.10,0.00,
1.096,0.00,0.01,0.15,0.00,
1.097,0.00,0.03,0.24,0.00,
1.098,0.02,0.11,0.00,0.00,
1.099,0.00,0.05,0.17,0.01,
1.100,0.00,0.09,0.17,0.03,
1.101,0.03,0.08,0.17,0.00,
1.102,0.00,0.06,0.19,0.00,
1.103,0.00,0.00,0.00,0.00,
1.104,0.10,0.05,0.12,0.00,
1.105,0.06,0.00,0.05,0.01,
1.106,0.00,0.03,0.03,0.00,
1.107,0.02,0.00,0.10,0.00,
1.108,0.00,0.09,0.06,0.00,
1.109,0.00,0.00,0.07,0.00,
1.110,0.07,0.05,0.19,0.00,
1.111,0.00,0.03,0.11,0.06,
1.112,0.00,0.00,0.14,0.00,
1.113,0.00,0.00,0.20,0.00,
1.114,0.00,0.04,0.00,0.00,
1.115,0.00,0.17,0.07,0.03,
1.116,0.00,0.00,0.12,0.00,
1.117,0.00,0.01,0.05,0.00,
1.118,0.00,0.06,0.09,0.00,
1.119,0.00,0.00,0.00,0.00,
1.120,0.00,0.06,0.00,0.00,
1.121,0.00,0.06,0.09,0.03,
1.122,0.01,0.01,0.16,0.00,
1.123,0.00,0.00,0.12,0.00,
1.124,0.00,0.04,0.16,0.00,
1.125,0.00,0.08,0.12,0.00,
1.126,0.00,0.00,0.09,0.00,
1.127,0.00,0.00,0.08,0.00,
1.128,0.00,0.01,0.04,0.00,
1.129,0.00,0.00,0.12,0.00,
1.130,0.02,0.00,0.14,0.00,
1.131,0.02,0.11,0.16,0.04,
1.132,0.03,0.08,0.00,0.00,
1.133,0.00,0.00,0.14,0.00,
1.134,0.00,0.05,0.07,0.00,
1.135,0.00,0.00,0.15,0.00,
1.136,0.00,0.06,0.11,0.06,
1.137,0.00,0.00,0.02,0.00,
1.138,0.00,0.05,0.08,0.06,
1.139,0.00,0.05,0.06,0.10,
1.140,0.03,0.09,0.05,0.00,
1.141,0.00,0.13,0.09,0.00,
1.142,0.02,0.00,0.15,0.05,
1.143,0.00,0.00,0.07,0.01,
1.144,0.00,0.00,0.09,0.02,
1.145,0.00,0.00,0.00,0.03,
1.146,0.00,0.00,0.10,0.00,
1.147,0.00,0.05,0.08,0.01,
1.148,0.00,0.00,0.15,0.11,
1.149,0.00,0.02,0.00,0.02,
1.150,0.06,0.02,0.11,0.00,
1.151,0.00,0.00,0.12,0.00,
1.152,0.00,0.00,0.13,0.03,
1.153,0.10,0.00,0.13,0.01,
1.154,0.00,0.03,0.00,0.00,
1.155,0.00,0.00,0.01,0.04,
1.156,0.00,0.03,0.02,0.00,
1.157,0.00,0.00,0.00,0.00,
1.158,0.00,0.00,0.21,0.00,
1.159,0.00,0.00,0.16,0.00,
1.160,0.00,0.03,0.04,0.00,
1.161,0.00,0.00,0.07,0.00,
1.162,0.02,0.00,0.13,0.00,
1.163,0.00,0.00,0.05,0.11,
1.164,0.06,0.00,0.15,0.00,
1.165,0.00,0.00,0.16,0.04,
1.166,0.00,0.06,0.10,0.00,
1.167,0.00,0.00,0.19,0.00,
1.168,0.01,0.00,0.15,0.00,
1.169,0.00,0.00,0.20,0.00,
1.170,0.00,0.00,0.01,0.00,
1.171,0.00,0.00,0.10,0.00,
1.172,0.04,0.00,0.12,0.00,
1.173,0.06,0.00,0.13,0.01,
1.174,0.00,0.06,0.00,0.09,
1.175,0.00,0.16,0.07,0.03,
1.176,0.00,0.00,0.17,0.00,
1.177,0.00,0.00,0.18,0.00,
1.178,0.00,0.02,0.07,0.00,
1.179,0.00,0.00,0.03,0.01,
1.180,0.00,0.09,0.01,0.07,
1.181,0.04,0.00,0.21,0.00,
1.182,0.00,0.00,0.16,0.00,
1.183,0.00,0.00,0.18,0.00,
1.184,0.05,0.05,0.16,0.02,
1.185,0.00,0.00,0.20,0.00,
1.186,0.00,0.02,0.14,0.00,
1.187,0.00,0.00,0.15,0.00,
1.188,0.00,0.03,0.09,0.03,
1.189,0.00,0.11,0.14,0.00,
1.190,0.00,0.05,0.16,0.00,
1.191,0.00,0.09,0.14,0.00,
1.192,0.00,0.00,0.17,0.00,
1.193,0.00,0.00,0.10,0.00,
1.194,0.01,0.00,0.09,0.00,
1.195,0.04,0.02,0.11,0.00,
1.196,0.00,0.03,0.13,0.00,
1.197,0.00,0.00,0.07,0.00,
1.198,0.00,0.10,0.13,0.00,
1.199,0.00,0.01,0.16,0.00,
1.200,0.01,0.07,0.15,0.00,
1.201,0.00,0.00,0.16,0.00,
1.202,0.00,0.00,0.17,0.00,
1.203,0.00,0.08,0.04,0.01,
1.204,0.00,0.10,0.19,0.00,
1.205,0.00,0.00,0.18,0.00,
1.206,0.00,0.00,0.15,0.00,
1.207,0.00,0.00,0.13,0.00,
1.208,0.00,0.00,0.10,0.04,
1.209,0.00,0.06,0.04,0.00,
1.210,0.00,0.01,0.06,0.00,
1.211,0.00,0.00,0.12,0.00,
1.212,0.00,0.08,0.16,0.00,
1.213,0.00,0.14,0.11,0.00,
1.214,0.00,0.01,0.17,0.00,
1.215,0.00,0.11,0.25,0.10,
1.216,0.02,0.07,0.07,0.00,
1.217,0.00,0.16,0.18,0.00,
1.218,0.00,0.02,0.10,0.06,
1.219,0.00,0.01,0.20,0.04,
1.220,0.04,0.00,0.18,0.00,
1.221,0.01,0.02,0.10,0.00,
1.222,0.00,0.06,0.06,0.01,
1.223,0.00,0.06,0.14,0.01,
1.224,0.03,0.00,0.12,0.00,
1.225,0.01,0.00,0.06,0.00,
1.226,0.00,0.00,0.22,0.00,
1.227,0.00,0.00,0.21,0.01,
1.228,0.03,0.00,0.10,0.03,
1.229,0.03,0.00,0.19,0.03,
1.230,0.00,0.08,0.09,0.04,
1.231,0.00,0.00,0.18,0.12,
1.232,0.00,0.00,0.23,0.06,
1.233,0.03,0.04,0.03,0.02,
1.234,0.03,0.06,0.12,0.00,
1.235,0.00,0.05,0.12,0.00,
1.236,0.00,0.03,0.17,0.10,
1.237,0.00,0.00,0.12,0.00,
1.238,0.09,0.00,0.06,0.00,
1.239,0.07,0.00,0.00,0.00,
1.240,0.09,0.09,0.11,0.06,
1.241,0.01,0.04,0.00,0.10,
1.242,0.02,0.00,0.00,0.00,
1.243,0.00,0.00,0.20,0.00,
1.244,0.01,0.00,0.10,0.03,
1.245,0.00,0.03,0.11,0.01,
1.246,0.01,0.02,0.08,0.14,
1.247,0.00,0.17,0.12,0.00,
1.248,0.00,0.14,0.07,0.01,
1.249,0.01,0.00,0.02,0.00,
1.250,0.00,0.09,0.11,0.00,
1.251,0.00,0.20,0.02,0.00,
1.252,0.02,0.07,0.23,0.00,
1.253,0.08,0.04,0.12,0.00,
1.254,0.00,0.07,0.15,0.00,
1.255,0.04,0.05,0.13,0.04,
1.256,0.00,0.01,0.13,0.00,
1.257,0.00,0.18,0.19,0.11,
1.258,0.04,0.12,0.11,0.06,
1.259,0.07,0.05,0.11,0.07,
1.260,0.00,0.17,0.27,0.00,
1.261,0.03,0.13,0.27,0.00,
1.262,0.00,0.05,0.09,0.00,
1.263,0.00,0.08,0.14,0.00,
1.264,0.00,0.04,0.01,0.02,
1.265,0.02,0.00,0.15,0.02,
1.266,0.00,0.00,0.18,0.02,
1.267,0.03,0.00,0.19,0.05,
1.268,0.00,0.17,0.08,0.09,
1.269,0.12,0.05,0.04,0.05,
1.270,0.00,0.02,0.15,0.00,
1.271,0.00,0.04,0.13,0.00,
1.272,0.13,0.00,0.14,0.11,
1.273,0.00,0.00,0.09,0.01,
1.274,0.05,0.12,0.18,0.01,
1.275,0.00,0.10,0.14,0.00,
1.276,0.00,0.20,0.00,0.01,
1.277,0.11,0.05,0.01,0.00,
1.278,0.00,0.08,0.03,0.00,
1.279,0.04,0.00,0.01,0.00,
1.280,0.02,0.00,0.11,0.04,
1.281,0.00,0.09,0.13,0.01,
1.282,0.00,0.00,0.01,0.03,
1.283,0.06,0.01,0.10,0.00,
1.284,0.03,0.00,0.00,0.01,
1.285,0.00,0.05,0.16,0.00,
1.286,0.04,0.01,0.07,0.04,
1.287,0.00,0.00,0.07,0.00,
1.288,0.01,0.00,0.06,0.00,
1.289,0.00,0.00,0.07,0.06,
1.290,0.00,0.10,0.00,0.01,
1.291,0.00,0.00,0.05,0.00,
1.292,0.05,0.00,0.03,0.00,
1.293,0.00,0.00,0.10,0.01,
1.294,0.00,0.02,0.11,0.00,
1.295,0.00,0.07,0.04,0.01,
1.296,0.00,0.02,0.03,0.11,
1.297,0.00,0.00,0.12,0.00,
1.298,0.00,0.09,0.09,0.14,
1.299,0.00,0.06,0.04,0.00,
1.300,0.00,0.05,0.00,0.00,
1.301,0.07,0.13,0.07,0.05,
1.302,0.00,0.04,0.06,0.00,
1.303,0.00,0.05,0.22,0.00,
1.304,0.00,0.06,0.00,0.05,
1.305,0.05,0.15,0.10,0.00,
1.306,0.00,0.11,0.12,0.00,
