file,path,group,format,channel,zero_offset_applied_MPa,n_total,dt,duration_s,baseline_MPa,noise_sigma_MPa,noise_rms_MPa,peak_MPa,peak_minus_baseline_MPa,snr,event_start_s,event_end_s,event_width_s,analysis_start_s,analysis_end_s,analysis_points,rise_time_ms,required_bw_Hz,freq_resolution_Hz,nyquist_Hz,f90_Hz,f95_Hz,f99_Hz,f999_Hz,flags,zero_offset,zero_window_std
004_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\004_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,0.9653199974820018,1333333,4.9999999999999996e-06,6.666664999999999,20.71467983085662,1.3343387274742127,0.059304009720683094,48.57467996437103,27.860000133514408,20.879256188757235,2.04112,2.41287,0.37174999999999997,1.9481799999999998,2.50581,111527,159.47499999999997,2.1947013638501334,1.7932877240488851,100000.00000000001,3.5865754480977703,3.5865754480977703,7.173150896195541,19.726164964537737,zero_window_offset,-3.241851231905457e-17,0.1099986259520865
004_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\004_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,3.2813000051677226,1333333,4.9999999999999996e-06,6.666664999999999,6.978700223714114,7.768822953701019,7.768822953701019,62.19869858339429,55.219998359680176,7.107897642766297,0.0,6.666659999999999,6.666659999999999,0.0,6.666659999999999,1333333,259.115,1.350751596781352,0.1500000375000094,100000.00000000001,0.750000187500047,1.2000003000000752,1.8000004500001128,2.8500007125001785,no_event,1.2434497875801754e-16,0.17108450938072073
005_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\005_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,1.006199997290969,1333333,4.9999999999999996e-06,6.666664999999999,21.593799907341598,1.2157322545051574,0.059304009720683094,49.05380042232573,27.46000051498413,22.587210640521537,2.0376149999999997,2.4367099999999997,0.399095,1.9378399999999998,2.536485,119730,152.75,2.2913256955810146,1.6704251231938532,100000.00000000001,3.3408502463877063,3.3408502463877063,6.681700492775413,16.70425123193853,zero_window_offset,-8.881784197001253e-17,0.08130903967962858
005_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\005_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,3.537320005595684,1333333,4.9999999999999996e-06,6.666664999999999,8.902679574787616,7.294391759634018,7.294391759634018,62.5226794603467,53.61999988555908,7.350852771890245,0.0,6.666659999999999,6.666659999999999,0.0,6.666659999999999,1333333,239.5,1.4613778705636742,0.1500000375000094,100000.00000000001,0.750000187500047,1.2000003000000752,1.8000004500001128,3.9000009750002445,no_event,-1.0658141036401502e-16,0.141833786022482
006_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\006_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,1.009319997355342,1333333,4.9999999999999996e-06,6.666664999999999,21.530679487660528,1.3046888766288756,0.059304009720683094,49.150677942708136,27.619998455047607,21.16979683801216,2.0379449999999997,2.4140699999999997,0.376125,1.9439149999999998,2.5080999999999998,112838,149.31499999999997,2.3440377724943913,1.7724525425831725,100000.00000000001,3.544905085166345,3.544905085166345,5.317357627749518,15.952072883248553,zero_window_offset,-3.552713678800501e-17,0.06720965309693194
006_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\006_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,3.770139997303486,1333333,4.9999999999999996e-06,6.666664999999999,8.249860222041606,7.561259858608246,7.561259858608246,63.0098597356677,54.7599995136261,7.242179284617978,0.0,6.666659999999999,6.666659999999999,0.0,6.666659999999999,1333333,245.49999999999997,1.4256619144602851,0.1500000375000094,100000.00000000001,0.750000187500047,1.2000003000000752,1.8000004500001128,3.7500009375002348,no_event,-5.329070518200751e-17,0.12493510196386724
007_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\007_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,1.040359998047352,1333333,4.9999999999999996e-06,6.666664999999999,20.73963973492384,1.3046888766288756,0.059304009720683094,48.35964057415724,27.6200008392334,21.16979866541012,2.038,2.408105,0.37010499999999996,1.9454749999999998,2.5006299999999997,111032,154.89499999999998,2.2595952096581557,1.8012825131493624,100000.00000000001,3.6025650262987248,3.6025650262987248,7.2051300525974495,19.814107644642988,zero_window_offset,-7.105427357601002e-17,0.0721489461917013
007_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\007_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,4.023200044035912,1333333,4.9999999999999996e-06,6.666664999999999,7.09679984152317,7.679868098974228,7.679868098974228,62.016800871491434,54.92000102996826,7.151164619260027,0.0,6.666659999999999,6.666659999999999,0.0,6.666659999999999,1333333,254.5,1.3752455795677798,0.1500000375000094,100000.00000000001,0.750000187500047,1.2000003000000752,1.8000004500001128,3.4500008625002163,no_event,-3.552713678800501e-16,0.11337442686130202
008_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\008_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,1.0674800001829863,1333333,4.9999999999999996e-06,6.666664999999999,21.372519580200315,1.275035490989685,0.029652060091495513,49.35251816876232,27.979998588562008,21.94448608394726,2.035265,2.417265,0.38199999999999995,1.9397649999999997,2.512765,114601,159.74999999999997,2.190923317683881,1.7451854695857802,100000.00000000001,3.4903709391715605,3.4903709391715605,6.980741878343121,17.451854695857804,zero_window_offset,-1.7763568394002505e-17,0.0853700751865529
008_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\008_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,4.2732400134205815,1333333,4.9999999999999996e-06,6.666664999999999,8.066759662330151,7.590913244247436,7.590913244247436,62.60676200836897,54.54000234603882,7.184906557504191,0.0,6.666659999999999,6.666659999999999,0.0,6.666659999999999,1333333,249.265,1.4041281367219625,0.1500000375000094,100000.00000000001,0.750000187500047,1.2000003000000752,1.8000004500001128,3.6000009000002255,no_event,3.552713678800501e-16,0.14983424572680626
009_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\009_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,1.0849600003659725,1333333,4.9999999999999996e-06,6.666664999999999,21.115040285736324,1.1860788688659667,0.029652060091495513,48.57504080072045,27.460000514984127,23.151917832613588,2.0364999999999998,2.4535449999999996,0.41704499999999994,1.9322399999999997,2.5578049999999997,125114,153.86999999999998,2.2746474296484047,1.598542129577825,100000.00000000001,3.19708425915565,3.19708425915565,6.3941685183113,17.583963425356075,zero_window_offset,8.881784197001253e-18,0.07393103777357796
009_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\009_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,4.478319996297359,1333333,4.9999999999999996e-06,6.666664999999999,8.081680423319341,7.324043377876281,7.324043377876281,62.00167763859034,53.919997215270996,7.362053231162856,0.0,6.666659999999999,6.666659999999999,0.0,6.666659999999999,1333333,246.99999999999997,1.417004048582996,0.1500000375000094,100000.00000000001,0.750000187500047,1.2000003000000752,1.8000004500001128,4.050001012500254,no_event,2.486899575160351e-16,0.16215663353434048
010_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\010_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,1.0988800006359816,1333333,4.9999999999999996e-06,6.666664999999999,21.521120838597415,1.1860788688659667,0.059304009720683094,48.98111896939576,27.459998130798343,23.15191582247257,2.037045,2.4569199999999998,0.41987499999999994,1.9320749999999998,2.5618899999999996,125964,152.19999999999996,2.299605781865966,1.5877552316534884,100000.00000000001,3.175510463306977,3.175510463306977,6.351020926613954,15.877552316534885,zero_window_offset,-8.881784197001253e-18,0.09404438137639244
010_210℃_020_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\010_210℃_020_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,4.703739978075028,1333333,4.9999999999999996e-06,6.666664999999999,8.356259964704513,7.412999999999999,7.412999999999999,62.676259182691574,54.31999921798706,7.327667505461631,0.0,6.666659999999999,6.666659999999999,0.0,6.666659999999999,1333333,250.45499999999998,1.3974566289353376,0.1500000375000094,100000.00000000001,0.750000187500047,1.2000003000000752,1.8000004500001128,3.7500009375002348,no_event,-2.842170943040401e-16,0.15822013748200817
011_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\011_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.02560000025201589,1333333,4.9999999999999996e-06,6.666664999999999,0.2856000056164339,0.08895601458102464,0.059304002816788846,37.78560022913385,37.50000022351742,421.556658087025,1.4329999999999998,2.1445049999999997,0.7115049999999999,1.2551249999999998,2.32238,213452,89.97499999999998,3.8899694359544323,0.9369788055394188,100000.00000000001,2.810936416618256,3.7479152221576753,4.684894027697094,6.5588516387759315,ok,1.7763568394002505e-18,0.060767096884258937
011_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\011_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.6441000156477095,1333333,4.9999999999999996e-06,6.666664999999999,0.3358999736234545,0.11860801944136619,0.05930412018299103,50.615898305885494,50.27999833226204,423.9173587846472,1.39075,2.1547549999999998,0.7640049999999999,1.1997499999999999,2.3457549999999996,229202,110.005,3.181673560292714,0.8725927347928901,100000.00000000001,2.6177782043786704,3.4903709391715605,4.362963673964451,6.980741878343121,ok,-9.769962616701378e-17,0.11830633735228387
012_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\012_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.026080000328365712,1333333,4.9999999999999996e-06,6.666664999999999,1.2660799800627864,0.26686809897422786,0.059304002816788846,34.84608112566406,33.58000114560127,125.82995597703186,1.4410249999999998,2.205495,0.76447,1.2499049999999998,2.3966149999999997,229343,82.71,4.231652762664733,0.8720562650702224,100000.00000000001,2.616168795210667,3.4882250602808895,4.360281325351112,6.104393855491557,ok,1.7763568394002505e-18,0.05566896523324906
012_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\012_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.716560018248856,1333333,4.9999999999999996e-06,6.666664999999999,0.3434399841353297,0.17791191869974135,0.05930389925837516,48.36343895178288,48.01999896764755,269.90883645457177,1.3897449999999998,2.2862449999999996,0.8965,1.1656199999999999,2.51037,268951,107.99999999999999,3.240740740740741,0.7436298805358598,100000.00000000001,2.2308896416075794,2.974519522143439,4.461779283215159,5.949039044286878,ok,0.0,0.12037012439406952
013_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\013_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.031620000435505065,1333333,4.9999999999999996e-06,6.666664999999999,0.7716200099722482,0.2965199933722615,0.059304002816788846,37.351621125771196,36.58000111579895,123.36436642865814,1.4427549999999998,2.2380099999999996,0.7952549999999999,1.2439399999999998,2.436825,238578,96.99,3.6086194453036398,0.8383002623879822,100000.00000000001,2.5149007871639464,2.5149007871639464,4.191501311939911,6.706402099103857,ok,-2.220446049250313e-18,0.05535138370416398
013_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\013_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.7659000245481729,1333333,4.9999999999999996e-06,6.666664999999999,0.3740999909490348,0.17791191869974135,0.029652060091495513,49.99410115800798,49.620001167058945,278.9020630529071,1.3897499999999998,2.31125,0.9214999999999999,1.1593749999999998,2.541625,276451,110.99999999999999,3.1531531531531534,0.7234555129118724,100000.00000000001,2.170366538735617,2.8938220516474895,3.617277564559362,5.787644103294979,ok,9.769962616701378e-17,0.12406768149061137
014_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\014_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.01732000010786578,1333333,4.9999999999999996e-06,6.666664999999999,0.3973199878889136,0.11860801944136619,0.059304002816788846,37.617319904740434,37.21999991685152,313.8067737085114,1.4397499999999999,2.189495,0.7497449999999999,1.2523149999999998,2.3769299999999998,224924,83.98499999999999,4.167410847175091,0.8891892372534723,100000.00000000001,2.667567711760417,3.5567569490138893,4.445946186267362,7.113513898027779,ok,-2.6645352591003758e-18,0.049493612182679524
014_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\014_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.8283600286394357,1333333,4.9999999999999996e-06,6.666664999999999,0.25164001427590854,0.14825985860824584,0.05930389925837516,50.6316381021589,50.379998087882996,339.8087557941391,1.3955,2.2277449999999996,0.8322449999999999,1.1874399999999998,2.4358049999999998,249674,111.49999999999999,3.1390134529147984,0.8010445621089901,100000.00000000001,2.4031336863269703,3.2041782484359604,4.00522281054495,7.2094010589809105,ok,7.105427357601002e-17,0.11901810542565236
015_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\015_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.00744000005768612,1333333,4.9999999999999996e-06,6.666664999999999,0.3674399845604785,0.11860801944136619,0.059304002816788846,38.607438951015936,38.23999896645546,322.40652146931245,1.4405,2.1864999999999997,0.7459999999999999,1.2539999999999998,2.3729999999999998,223801,98.99999999999999,3.5353535353535355,0.8936510560721357,100000.00000000001,2.680953168216407,3.5746042242885427,4.468255280360679,7.1492084485770855,ok,3.552713678800501e-18,0.055323109757239614
015_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\015_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.8347000244259835,1333333,4.9999999999999996e-06,6.666664999999999,0.3052999910712242,0.11860801944136619,0.08895595934987068,51.44530066221952,51.1400006711483,431.16815297998744,1.3962499999999998,2.2162499999999996,0.82,1.19125,2.4212499999999997,246001,112.99999999999999,3.0973451327433628,0.8130048251836376,100000.00000000001,2.4390144755509127,3.2520193007345504,4.065024125918188,7.317043426652738,ok,-2.6645352591003756e-17,0.11631125885160773
016_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\016_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.004579999835696072,1333333,4.9999999999999996e-06,6.666664999999999,0.3245800150348805,0.11860796421021222,0.059304002816788846,38.864579179675786,38.5399991646409,324.9360143837844,1.4394999999999998,2.1504999999999996,0.711,1.26175,2.3282499999999997,213301,100.225,3.4921426789723125,0.9376421113825065,100000.00000000001,2.8129263341475195,3.750568445530026,4.688210556912533,9.376421113825065,ok,4.440892098500626e-19,0.07000731170568418
016_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\016_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.8673600198328495,1333333,4.9999999999999996e-06,6.666664999999999,0.27263999566435815,0.11860801944136619,0.05930389925837516,51.552640056461094,51.28000006079674,432.34850646964037,1.39675,2.182755,0.786005,1.2002499999999998,2.3792549999999997,235802,126.0,2.7777777777777777,0.8481692267241161,100000.00000000001,2.544507680172348,3.3926769068964644,4.240846133620581,9.329861493965277,ok,8.881784197001253e-18,0.1327472371136807
017_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\017_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.027180000336375087,1333333,4.9999999999999996e-06,6.666664999999999,0.3471800155355595,0.11860796421021222,0.059304002816788846,37.22718028643867,36.88000027090311,310.94033622851543,1.432745,2.165755,0.7330099999999999,1.2494949999999998,2.349005,219903,81.51499999999999,4.293688278231,0.9094919123431696,100000.00000000001,2.728475737029509,3.6379676493726785,4.547459561715848,6.366443386402187,ok,-1.7763568394002505e-18,0.05213106207511699
017_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\017_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.8538200245797634,1333333,4.9999999999999996e-06,6.666664999999999,0.2861799909174443,0.11860801944136619,0.05930389925837516,50.966180623918774,50.68000063300133,427.2898314270812,1.388995,2.184995,0.7959999999999999,1.189995,2.3839949999999996,238801,113.49999999999999,3.0837004405286343,0.8375174308315292,100000.00000000001,2.5125522924945876,3.3500697233261167,4.1875871541576455,6.7001394466522335,ok,5.329070518200751e-17,0.1312669282757185
018_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\018_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.028340000342577696,1333333,4.9999999999999996e-06,6.666664999999999,0.28834000570699575,0.08895601458102464,0.059304002816788846,37.08834089679644,36.80000089108944,413.68760802082187,1.434,2.163,0.729,1.25175,2.3452499999999996,218701,90.0,3.888888888888889,0.9144905601711927,100000.00000000001,2.743471680513578,3.6579622406847707,4.572452800855963,6.401433921198349,ok,-1.7763568394002505e-18,0.05565289278163063
018_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\018_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.8913600175082683,1333333,4.9999999999999996e-06,6.666664999999999,0.2886399300396443,0.14825985860824584,0.05930389925837516,49.98864200428128,49.70000207424164,335.2222411432777,1.3912449999999998,2.171255,0.78001,1.196245,2.3662549999999998,234003,110.99999999999999,3.1531531531531534,0.854689897138071,100000.00000000001,2.564069691414213,3.418759588552284,4.273449485690355,6.837519177104568,ok,3.552713678800501e-17,0.11585745223842225
019_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\019_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.04548000040696934,1333333,4.9999999999999996e-06,6.666664999999999,0.2854800024931319,0.0889560145810246,0.029651997956447303,38.22548078241991,37.94000077992678,426.5029291006461,1.433455,2.1402599999999996,0.7068049999999999,1.2567549999999998,2.31696,212042,92.99999999999999,3.763440860215054,0.9432093641825677,100000.00000000001,2.8296280925477033,2.8296280925477033,4.7160468209128386,8.488884277643109,ok,-3.552713678800501e-18,0.05762959002190241
019_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\019_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.8587000229209663,1333333,4.9999999999999996e-06,6.666664999999999,0.32129992462694634,0.14825985860824584,0.08895595934987068,50.6813018462807,50.36000192165375,339.67388337204886,1.3892499999999999,2.17875,0.7895,1.1918749999999998,2.3761249999999996,236851,112.49999999999999,3.111111111111111,0.8444127320551741,100000.00000000001,2.5332381961655224,3.3776509282206963,4.222063660275871,8.444127320551742,ok,-1.0658141036401502e-16,0.11114093855845064
020_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\020_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.04308000036049634,1333333,4.9999999999999996e-06,6.666664999999999,0.3430799936549738,0.11860799182578921,0.059304002816788846,36.72307982869912,36.379999835044146,306.7246926200293,1.4349999999999998,2.1940049999999998,0.7590049999999999,1.24525,2.383755,227702,89.87999999999998,3.8940809968847354,0.8783409895389589,100000.00000000001,2.6350229686168767,3.5133639581558356,4.3917049476947945,6.148386926772712,ok,-1.2212453270876721e-18,0.05711841767215056
020_210℃_040_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\020_210℃_040_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,1.8505400229990483,1333333,4.9999999999999996e-06,6.666664999999999,0.28945999249815935,0.11860801944136619,0.08895595934987068,50.329459328502416,50.03999933600426,421.89389530057457,1.39025,2.208755,0.8185049999999999,1.185625,2.4133799999999996,245552,110.75999999999998,3.159985554351752,0.8144914315501401,100000.00000000001,2.4434742946504207,3.2579657262005606,4.0724571577507005,6.515931452401121,ok,-6.217248937900877e-17,0.10319935269582002
021_210℃_080_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\021_210℃_080_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V03,-0.11277999996673316,1333333,4.9999999999999996e-06,6.666664999999999,0.19278000376652926,0.059304002816788846,0.029652004860341547,35.612779523129575,35.419999519363046,597.261531043495,1.2345599999999999,1.688,0.45343999999999995,1.1212,1.8013599999999999,136033,48.99999999999999,7.142857142857143,1.4702314879477776,100000.00000000001,4.410694463843333,5.88092595179111,7.351157439738888,11.76185190358222,ok,0.0,0.0582432105563919
021_210℃_080_0.5mm.csv,C:/Users/0uh2j/Desktop/実験データ2026/01_本実験データ/202603-4 - 本実験圧力データ/202606・08-実験データ再々/202606・08-直接式樹脂圧力本実験データ再々\0.5mm\csv\0.5mm\210℃\021_210℃_080_0.5mm.csv,0.5mm_csv_0.5mm_210℃,nr500,V04,-0.593100003383588,1333333,4.9999999999999996e-06,6.666664999999999,0.2730999881844036,0.11860801944136619,0.05930395448952913,47.813101224086715,47.54000123590231,400.81607854015033,1.2144899999999998,1.7274949999999998,0.5130049999999999,1.0862399999999999,1.8557449999999998,153902,59.5,5.88235294117647,1.2995282712375409,100000.00000000001,3.8985848137126227,5.1981130849501636,7.797169627425245,10.396226169900327,ok,-8.881784197001253e-18,0.11913685340214426
