file,group,format,channel,cutoff_Hz,peak_error_pct,noise_reduction_x
028_210℃_080_0.5mm.csv,0.5mm_210℃,nr500,V04,25,-4.065719828440798,7.330911037798125
028_210℃_080_0.5mm.csv,0.5mm_210℃,nr500,V04,30,-3.866736832552611,6.95906498785308
028_210℃_080_0.5mm.csv,0.5mm_210℃,nr500,V04,40,-3.6078148194904056,6.3644758816714555
028_210℃_080_0.5mm.csv,0.5mm_210℃,nr500,V04,50,-3.562143187159791,2.2790498560414005
028_210℃_080_0.5mm.csv,0.5mm_210℃,nr500,V04,75,-3.7552531891849807,2.3027405919532047
028_210℃_080_0.5mm.csv,0.5mm_210℃,nr500,V04,100,-3.7083779011290807,2.3095803012185696
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,5,-6.903058951447343,0.5824213434932867
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,10,-2.736185434878973,6.709103071019033
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,15,-2.5628963207700135,10.811647273479101
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,20,-1.8669146160488614,13.544085987360942
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,25,-1.881413238343018,14.26195418355013
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,30,-1.774611503363211,14.920943003674857
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,40,-1.6559507065114116,14.71105721155075
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,50,-1.5874634163405739,11.25485854677014
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,75,-1.548595833841548,11.394794493543367
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,100,-1.543661480108709,11.47051205332359
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,5,-4.598066405143439,3.3447346142248406
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,10,-1.6873141417967334,2.862471769872941
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,15,-1.7649511607247492,2.77981666834079
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,20,-1.234487600569278,2.7280799461211256
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,25,-1.3833749635209402,2.806856563584458
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,30,-1.2245456715503562,3.0535870965644545
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,40,-1.229549897400608,3.124515682290502
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,50,-1.2472287424414454,2.772408698268226
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,75,-1.2528920578062368,2.77676266791433
002_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,100,-1.2698991141024454,2.798183489631672
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,5,-6.836279434433702,0.6435538336209248
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,10,-2.3860162494835584,4.05425212853618
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,15,-2.5035761799508074,7.792967566737483
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,20,-1.5965884747909909,9.479103038792612
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,25,-1.820291944314037,10.336298927466837
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,30,-1.4882529363533972,10.321736260525679
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,40,-1.3787295213802542,10.375431063732794
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,50,-1.3064981299758687,7.743975039763456
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,75,-1.3099690085334887,7.9394658781098215
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V03,100,-1.2797502119170965,7.8953856223775505
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,5,-4.1484065010366304,3.4311167527721946
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,10,-1.3295924812883284,3.059368148344047
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,15,-1.2333129066425286,3.1846993076972114
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,20,-0.9261071567080505,3.4076493811998008
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,25,-0.9262807100531943,3.4890654372515515
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,30,-0.873920070159848,3.552811764673926
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,40,-0.8475828403604575,3.4990415658187097
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,50,-0.8704936200798967,3.188510378688645
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,75,-0.8806990079006289,3.151561032274562
007_230℃_020_0.5mm.csv,0.5mm_230℃,nr500,V04,100,-0.8887586982239726,3.1148341023652732
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,5,-25.074215855345216,0.5500376881567143
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,10,-5.48057602430346,5.970133929792033
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,15,-3.0893866590355707,7.2782061056512966
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,20,-3.615535087862437,7.166805117437646
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,25,-2.072893130429797,6.917378124077689
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,30,-1.8168568285057232,6.771118532568583
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,40,-1.5861275427408696,6.615413660456029
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,50,-1.5859019614980923,4.102508760506616
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,75,-1.3659179068637206,4.035208658856166
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V03,100,-1.355034269535546,3.967183547549953
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,5,-29.08524976507485,1.3210474577354472
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,10,-9.556914179630258,10.30164034873466
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,15,-5.700501086257173,14.974982510748001
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,20,-6.58621229202184,16.880501582577686
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,25,-5.69515511115124,17.97377519224295
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,30,-4.6308793126071475,17.3784984798281
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,40,-4.895962857784207,16.37438747051583
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,50,-4.476602880610897,4.071961533361623
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,75,-4.463752211858469,4.195827444745975
065_190℃_200_1.0mm.csv,1.0mm_190℃,nr500,V04,100,-4.397791973734867,4.2972393444749954
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,5,-26.045491778181166,0.5487427976343769
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,10,-5.924827931450558,6.023170782687092
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,15,-2.850155205697103,11.136731705971675
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,20,-3.605656176828365,10.141816657859252
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,25,-1.890135267087178,9.674417975898823
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,30,-1.2695247179222076,9.418760627644218
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,40,-1.533160262863949,8.14079741171835
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,50,-1.3350570099392782,4.096296943464315
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,75,-1.1099863189340604,4.046110735839416
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V03,100,-1.1190310448799552,4.0105982103792215
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,5,-31.122209477104665,1.3712866512609476
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,10,-11.629592479387886,11.509730806609284
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,15,-7.224255599539205,15.783629540078236
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,20,-7.88839552033139,17.629930507159806
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,25,-7.216660878545042,19.74243879323434
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,30,-6.003155470229839,21.01956462044419
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,40,-6.295198981660891,18.506033879735824
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,50,-5.923078824547885,4.087618661067329
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,75,-6.036959110165959,4.271485271289552
081_190℃_280_1.0mm.csv,1.0mm_190℃,nr500,V04,100,-5.99962045384223,4.352940963821935
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,5,-23.587402532351796,1.3467878731441003
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,10,-7.03572115081134,11.94188338304036
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,15,-4.2671097395526365,10.989955896590237
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,20,-2.2278373097114113,10.713260701109846
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,25,-1.998600717108432,10.8966510204628
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,30,-1.7294389483786499,10.455719056602021
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,40,-1.6171537477285562,11.511579014761836
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,50,-1.5178460562929237,8.005547121773361
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,75,-1.3567103418744064,7.773441867206567
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V03,100,-1.3139296447721118,7.321829559400817
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,5,-27.703494719350292,0.829265672514481
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,10,-10.023905600334137,5.542251057279746
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,15,-7.016327085414462,7.7811571435342115
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,20,-5.619785892669224,7.461388161373618
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,25,-4.638424549506878,7.656488101088598
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,30,-4.717534728346187,7.431251247430156
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,40,-4.35300713189487,7.29013147102891
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,50,-4.122564652904933,2.076192766626755
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,75,-4.060536353356009,2.137070135128772
050_210℃_120_1.0mm.csv,1.0mm_210℃,nr500,V04,100,-4.047842083150484,2.0873385441615335
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,5,-24.784437053224902,1.0921936105010102
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,10,-5.422286724911464,10.7083747403025
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,15,-3.3608534812767434,15.78511411348236
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,20,-3.71807651115787,17.295901299771472
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,25,-2.3031422043916883,16.28040747512931
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,30,-2.2240024996903878,16.49062064199662
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,40,-1.8443477812577451,15.585998325857243
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,50,-1.8394593389479792,6.784409080284309
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,75,-1.6974025073137315,6.819264453061035
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V03,100,-1.6286166087299927,6.776575100498089
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,5,-28.260279665657627,1.3106026738809364
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,10,-8.768264360013655,8.046957139081055
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,15,-5.305820627190818,9.259704156551528
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,20,-6.218661435596208,11.300089589610911
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,25,-5.080761599181979,11.806436397446424
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,30,-4.233828145933536,11.553899955363251
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,40,-4.406478559668211,12.180837661666057
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,50,-4.117015417786413,3.9686627881906755
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,75,-3.9638708121028237,4.090426231127944
061_210℃_200_1.0mm.csv,1.0mm_210℃,nr500,V04,100,-3.891632970724946,4.08413206919213
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,5,-25.96308201992743,1.1579096128663349
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,10,-6.749126686398125,10.388464570019655
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,15,-4.576466778663361,13.521742070093989
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,20,-4.905121538289329,13.384753330303191
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,25,-3.519107864584584,13.766680212332215
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,30,-3.4412765071994316,13.503349922860897
